transaction_id,user_id,first_name,last_name,username,email,age,subscription,region,city,store_id,product_category,quantity,price,sale_amount,status,transaction_date,raw_timestamp
T9001918,U002137,Jason,Matthews,michaeldavis,vsmith@example.org,50.0,Premium,South,Bangalore,S037,Sports,4,144.71,578.84,Completed,01-20-2026,2024-10-29T19:10:54
T0002780,U004959,Michael,Cooper,kschultz,ddalton@example.com,31.0,Premium,North,Chandigarh,S060,Groceries,3,287.5,862.5,Completed,2024-09-20,2024-10-29T02:48:07
T0010989,U000237,Angela,Jones,maureen83,sara90@example.org,52.0,Basic,North,Jaipur,S011,Clothing,4,103.81,415.24,Pending,04-21-2026,2025-03-11 08:00:49
T0016793,U001655,Bryan,Valdez,kleinjoshua,jimmartin@example.net,20.0,Premium,West,Surat,S047,Books,3,56.83,170.49,Completed,25/07/2024,2024-11-27T08:00:41
T0013614,U006921,Kelli,Chambers,melissaedwards,frank90@example.org,56.0,Premium,South,Chennai,S008,Electronics,5,144.23,721.15,Completed,2026-03-10,2026-05-21 21:07:49
T0000626,U004652,Tamara,Ruiz,thomasjohnson,,35.0,Basic,South,Bangalore,S030,Beauty,6,104.55,627.3,Completed,06-Apr-2026,2025-09-18T15:04:59
T0002158,U002226,Tracey,Norris,rachel22,kellysnyder@example.net,53.0,Basic,North,Delhi,S014,Sports,3,166.86,500.58,Completed,02-Apr-2026,18/11/2025 04:30
T0014242,U003304,Jeremy,Reilly,scott82,daltonnicole@example.com,64.0,Standard,West,Mumbai,S048,Books,1,114.46,114.46,Completed,28-Sep-2025,20/04/2025 09:22
T0012770,U004705,Joseph,Jones,juan77,virginiaperez@example.net,17.0,Standard,South,Chennai,S030,Electronics,6,106.37,638.22,Completed,10/03/2026,2025-07-11T07:04:12
T0015734,U000168,Emily,Jones,harrisjennifer,scottnicholson@example.net,62.0,Standard,North,Lucknow,S008,Groceries,1,97.73,97.73,Completed,14-Jan-2026,04/12/2025 06:25
T9001158,U001292,Allison,Kline,nathansawyer,montoyanancy@example.org,68.0,Premium,North,Jaipur,S022,Groceries,6,58.93,353.58,Completed,07-23-2025,10/03/2026 15:50
T0013015,U001861,Ryan,Davis,hannahgilbert,vmejia@example.org,53.0,Basic,South,Chennai,S001,Groceries,2,30.86,61.72,Completed,13-Jul-2026,2025-01-13 18:55:05
T0013565,U005204,Heather,Adams,cherryrichard,nortoncarly@example.org,34.0,Basic,West,Surat,S051,Clothing,5,53.92,269.6,Completed,13/06/2026,26/10/2025 23:32
T0012634,U003210,Andrew,Morrison,jeremymartin,jessica21@example.net,71.0,Basic,West,Ahmedabad,S003,Books,2,50.9,,Refunded,23/01/2026,2025-08-06 00:28:52
T0002165,U004463,Richard,Cummings,,sheenavazquez@example.net,59.0,Basic,West,Ahmedabad,S041,Clothing,5,130.42,652.1,,10-26-2025,2025-12-09 12:06:50
T0011449,U005287,Anthony,Roman,melissawilkins,codyreynolds@example.net,25.0,Basic,West,Ahmedabad,S052,Electronics,4,61.6,246.4,Completed,23/12/2025,06/05/2025 07:13
T0015209,U003082,Jason,Smith,umoore,vbrown@example.com,53.0,Basic,North,Delhi,S034,Home & Kitchen,3,64.23,192.69,Pending,28/03/2025,2025-10-01 08:17:23
T0006282,U002014,Jennifer,Smith,pennyduncan,ramirezbeth@example.net,42.0,Premium,East,Guwahati,S050,Sports,5,86.68,433.4,Pending,2024-08-15,2024-12-18 07:53:48
T0013920,U001458,Paul,Barrera,,marioanderson@example.com,40.0,Basic,North,Chandigarh,S023,Books,3,29.33,87.99,Completed,14-Sep-2025,2024-08-23T04:41:48
T0004019,U000892,Kenneth,Walker,andrewflores,donaldrussell@example.org,52.0,Premium,West,Pune,S044,Home & Kitchen,2,100.76,201.52,Completed,2026-04-12,08/12/2025 04:08
T0013094,U004354,Russell,Odom,ucarlson,michael85@example.org,22.0,Standard,South,Hyderabad,S021,Electronics,3,59.55,178.65,Completed,22/06/2026,2024-08-30T14:04:57
T0009949,U006313,Megan,Russell,theresareynolds,thomasmorris@example.org,21.0,Premium,East,Guwahati,S018,Sports,5,75.99,379.95,Completed,11/09/2024,2024-10-06 17:50:25
T0014110,U003911,Tina,Jones,ismith,lhill@example.org,33.0,Premium,South,Hyderabad,S014,Clothing,1,66.36,66.36,Completed,21-May-2025,2026-05-19 22:39:54
T0009952,U005696,Beverly,Leon,   ,tgonzalez@example.com,46.0,Premium,South,Kochi,S034,Books,2,68.21,136.42,Completed,04-Jun-2026,2024-12-30 10:14:53
T0016196,U002781,Benjamin,Matthews,vcarr,jamesbarker@example.com,56.0,Basic,South,Chennai,S001,Electronics,4,56.94,227.76,Cancelled,07-Oct-2025,2024-08-30T19:38:37
T0017474,U001101,Amanda,Harris,brownandrea,urice@example.org,39.0,Premium,East,Bhubaneswar,S046,Books,1,56.62,56.62,Completed,09-Sep-2024,2025-12-23T05:21:25
T0010918,U001525,Kevin,Reed,nicole05,mmartinez@example.com,38.0,Premium,East,Kolkata,S039,Clothing,3,126.61,379.83,Completed,2026-01-31,2026-04-06 09:41:40
T0009821,U000820,Joshua,Powell,munozjoe,cruzjessica@example.org,69.0,Premium,South,Bangalore,S034,Groceries,2,62.84,125.68,Completed,06-Dec-2024,2025-03-27T19:58:22
T0001580,U000209,Nicole,Jensen,caleb84,mosesveronica@example.com,64.0,Premium,West,Ahmedabad,S054,Home & Kitchen,1,108.52,108.52,Completed,11-21-2024,2025-08-20T13:37:42
T0003777,U005565,Peter,Smith,fward,russell31@example.com,51.0,Standard,North,Delhi,S049,Electronics,2,16.86,33.72,Completed,2026-03-15,2024-07-31 03:05:25
T0000461,U001721,April,Welch,ronald54,sara99@example.com,26.0,Basic,East,Patna,S010,Home & Kitchen,2,71.39,142.78,Cancelled,12/07/2025,26/11/2024 13:13
T0005082,U006233,Mary,Owen,christinegarrison,adamwood@example.org,35.0,Basic,East,Guwahati,S017,Home & Kitchen,6,187.84,1127.04,Completed,2026-01-09,2025-06-23 00:40:39
T0004802,U005853,Katherine,Flynn,sullivanrachel,,69.0,Premium,North,Lucknow,S008,Beauty,4,134.66,538.64,Refunded,06-01-2025,2025-01-04T21:46:08
T9000740,U000003,Mary,Burgess,pnelson,dicksondebra@example.com,59.0,Premium,East,Patna,S057,Groceries,5,75.94,379.7,Completed,2026-01-03,04/04/2026 21:29
T0012960,U004399,Shelly,Gomez,kscott,ccombs@example.org,59.0,Standard,North,Chandigarh,S060,Sports,2,46.69,93.38,,2025-05-04,2026-04-27T01:51:19
T0002633,U004308,Melissa,Brock,jmorse,higginsdonald@example.org,34.0,Basic,West,Mumbai,S055,Groceries,1,60.23,60.23,Completed,25-Jun-2025,29/11/2025 02:45
T0015821,U001374,Robin,Page,patrick56,christopherortiz@example.org,41.0,Basic,West,Ahmedabad,S033,Sports,1,75.73,75.73,Pending,01-Jun-2025,11/01/2026 12:35
T0009756,U005840,Rebekah,Richards,lfrank,awilliams@example.org,46.0,Premium,South,Hyderabad,S028,Electronics,6,140.41,842.46,Pending,08/06/2025,2025-11-09 09:28:50
T9001845,U000103,Caleb,Rich,hjackson,,70.0,Premium,West,Ahmedabad,S018,Electronics,6,100.16,600.96,Completed,09-Feb-2025,2025-06-23T07:44:56
T0015088,U006071,Stephanie,Lopez,lucasyoung,laurahill@example.net,73.0,Basic,West,Surat,S050,Home & Kitchen,6,60.97,365.82,Pending,2025-02-07,2024-08-03 07:59:29
T9000266,U000927,Jesus,Serrano,jameswalker,michele21@example.com,69.0,Premium,North,Jaipur,S049,Home & Kitchen,6,136.02,816.12,Completed,04-22-2025,2025-05-28T21:57:06
T0009324,U000811,Jill,Jackson,harveyjared,christopherward@example.net,43.0,Standard,North,Lucknow,S007,Clothing,2,65.39,130.78,Completed,19/03/2025,31/08/2024 03:26
T9002410,U005442,Rebecca,Jones,jeremy20,woodsmeagan@example.net,30.0,Standard,South,Chennai,S019,Groceries,4,41.4,165.6,Completed,20-Jan-2025,2025-01-14 14:48:44
T0012442,U003201,Brian,Vasquez,schwartzjanice,ugomez@example.org,22.0,Basic,West,Pune,S046,Books,2,,99.52,Completed,2025-12-29,2026-03-29T07:58:52
T0000458,U006270,Sarah,Davis,evanmitchell,tammycurry@example.com,50.0,Basic,West,Surat,S011,Home & Kitchen,2,160.9,321.8,Completed,20/02/2025,13/04/2025 08:45
T0003612,U003567,Kaitlyn,Snyder,christopher44,claudiaglass@example.org,50.0,Premium,East,Bhubaneswar,S015,Home & Kitchen,4,69.36,277.44,Completed,2025-10-19,09/08/2025 07:29
T0015986,U002609,Shane,Wilson,carolrichards,julie74@example.org,38.0,Standard,North,Delhi,S057,Books,5,120.4,602.0,Completed,2026-04-14,2025-02-22 07:25:16
T0016065,U005163,Zachary,Arnold,tinaortiz,tholt@example.net,22.0,Standard,South,,S032,Books,6,28.08,168.48,Completed,07-Feb-2026,26/01/2025 21:10
T9001574,U004875,Sarah,Pena,vazquezteresa,danielperez@example.org,74.0,Basic,East,Patna,S002,Clothing,3,97.88,,Completed,06-Mar-2026,2025-01-02T10:35:43
T0007425,U004471,Lisa,King,heatherschmitt,maldonadomatthew@example.org,34.0,Standard,North,Lucknow,S039,Books,1,144.88,144.88,Pending,11-28-2024,2025-02-02 02:06:23
T0001204,U005859,John,Newman,olsenshane,farmermisty@example.org,20.0,Basic,South,Hyderabad,S026,Beauty,6,128.16,768.96,Completed,28-Aug-2025,2024-08-25T11:17:08
T0000463,U004503,Jonathan,Jones,cookann,alexharris@example.com,62.0,Premium,North,Lucknow,S013,Books,5,45.13,225.65,Completed,21-Feb-2025,2025-08-23T21:24:03
T0007283,U001826,Tim,Hughes,apriltaylor,lucas78@example.com,29.0,Premium,East,Bhubaneswar,S053,Clothing,1,140.27,140.27,Completed,10/12/2024,2024-08-26T21:12:31
T0006662,U000314,Teresa,Flores,sreyes,orozcochristian@example.com,33.0,Basic,North,Chandigarh,S048,Clothing,1,31.44,31.44,Completed,24-Mar-2025,2026-06-18T17:23:08
T0012383,U002282,Richard,Brown,vguerra,jonathan49@example.net,24.0,Basic,North,Chandigarh,S030,Home & Kitchen,4,112.7,450.8,Completed,22-Oct-2025,2026-05-15T06:10:03
T9001438,U002311,Sarah,Perez,gloveremily,penningtonmatthew@example.com,69.0,Standard,West,Ahmedabad,S040,Books,4,36.75,147.0,Completed,2024-10-29,2025-10-01T08:23:37
T0014461,U004133,Tiffany,Robertson,isabel37,troyreed@example.com,31.0,Basic,South,Bangalore,S027,Clothing,1,,132.48,,08-Jul-2025,2025-01-11 05:07:30
T0006993,U000551,Victoria,Wright,,brose@example.org,41.0,Standard,West,Ahmedabad,S030,Books,3,80.67,242.01,Pending,12-Mar-2025,02/01/2025 04:38
T0006809,U005323,Stephanie,Wagner,clarkmichael,bryan38@example.net,67.0,Premium,North,Chandigarh,S035,Sports,5,,720.3,Completed,10-Jan-2025,2025-07-21 06:54:33
T0003606,U003703,Lauren,Park,jbrown,xsullivan@example.org,16.0,Premium,East,Patna,S026,Sports,1,34.01,34.01,Completed,2025-02-02,2026-05-26 05:50:32
T0010396,U001805,Misty,Chang,jacquelinemartin,christinawilson@example.net,48.0,Premium,East,Patna,S060,Clothing,4,70.9,283.6,Completed,16/08/2025,2024-09-22T18:15:50
T0002286,U000307,Haley,Fox,kevinsantos,jessicalandry@example.org,27.0,Basic,West,Pune,S051,Beauty,4,,205.68,Completed,15-Feb-2026,2025-12-27 10:12:05
T0016339,U006256,Robert,Walter,brandonramsey,odonnellpatricia@example.net,40.0,Basic,West,Ahmedabad,S048,Books,5,43.91,219.55,Completed,01-Jun-2025,2025-08-12T12:56:33
T0011339,U000417,Susan,Greene,lpalmer,bdonaldson@example.net,37.0,Premium,South,Hyderabad,S051,Sports,3,133.59,400.77,Completed,2024-09-24,22/09/2024 01:50
T0009767,U000582,Howard,Mccoy,fernandezsamantha,yhall@example.org,44.0,Standard,West,Mumbai,S004,Books,3,118.26,354.78,Refunded,29-Mar-2026,25/11/2024 11:46
T0015274,U004104,Mary,Williams,fbutler,qking@example.org,38.0,Basic,North,Lucknow,S004,Beauty,1,118.74,118.74,Completed,2025-12-24,2025-07-25T14:07:33
T0014647,U001774,Dylan,Mitchell,kathyobrien,yjacobs@example.com,41.0,Basic,North,Jaipur,S040,Groceries,5,73.1,365.5,Completed,09-20-2024,2024-07-19 22:59:26
T0015662,U002001,Ashley,Lewis,,rreed@example.net,46.0,Standard,North,Delhi,S039,Groceries,2,19.11,38.22,Completed,2025-02-11,2025-08-09 08:14:19
T0013673,U002017,Phillip,Lee,jamesfischer,wallacesuzanne@example.net,36.0,Premium,East,Bhubaneswar,S009,Books,4,22.86,91.44,Completed,04/11/2025,2025-04-10T18:39:47
T0007833,U006907,Christina,Pena,dylanbrown,collinskatie@example.org,26.0,Standard,West,Mumbai,S007,Home & Kitchen,6,138.83,832.98,Completed,18/10/2025,2026-05-15 05:56:14
T0012620,U005169,Nathaniel,Davis,morrisonkevin,shannon76@example.net,55.0,Premium,West,Pune,S030,Clothing,1,,41.1,Completed,04-10-2026,2026-05-30T05:52:58
T0002246,U001271,Rachel,Buchanan,lorimoore,wheelerjohn@example.net,59.0,Basic,South,Chennai,S007,Clothing,5,119.71,598.55,Completed,05/06/2025,2025-11-26T10:02:46
T0005839,U000623,Sara,Reynolds,thompsonmichelle,tonyabriggs@example.net,60.0,Standard,South,Chennai,S016,Home & Kitchen,3,185.34,556.02,Completed,2024-12-23,17/09/2024 00:12
T0012677,U002865,Connor,Savage,wilsontammy,cortezchelsea@example.org,27.0,Basic,North,Jaipur,S056,Home & Kitchen,4,37.12,148.48,Cancelled,26/02/2025,2025-03-26T15:36:14
T0006036,U003513,Jason,Collins,eric50,leecase@example.net,19.0,Standard,South,Bangalore,S026,Home & Kitchen,2,97.48,194.96,Pending,07-Sep-2024,2024-10-11 05:11:47
T0013297,U001914,Abigail,Farley,powersbrandon,,37.0,Basic,West,Pune,S033,Electronics,3,448.48,1345.44,Completed,2025-04-20,2025-08-10 08:24:41
T0003041,U002171,Abigail,Robinson,jay37,jessicaanderson@example.com,31.0,Standard,West,Ahmedabad,S042,Sports,3,176.3,528.9,Completed,05-18-2025,2026-01-14 04:52:45
T0014109,U001937,Bruce,Sharp,shawn71,johnsonjesse@example.net,-5.0,Basic,East,Bhubaneswar,S039,Books,2,99.8,199.6,Completed,2025-11-21,2026-07-07 16:42:46
T0010591,U000619,Erin,Smith,ashley39,hutchinsongary@example.org,26.0,Standard,West,Surat,S058,Electronics,4,154.48,617.92,Completed,06-17-2025,27/09/2024 11:36
T9002105,U006002,Patricia,Rice,rperez,yriddle@example.com,68.0,Premium,West,Surat,S028,Clothing,6,74.21,445.26,,09/02/2026,2024-10-14 19:04:10
T9002249,U003322,Vincent,Johnson,melaniealexander,josephgilbert@example.org,42.0,Basic,West,Pune,S003,Clothing,4,,628.28,Refunded,11-22-2024,2025-02-16 06:51:24
T0011125,U003701,Kendra,Jackson,julie91,,73.0,Premium,West,Surat,S012,Beauty,4,90.97,363.88,Completed,2026-02-23,2025-09-28T16:43:52
T0003351,U003260,Kim,Peters,jacksonjennifer,gilbertamanda@example.org,26.0,Basic,South,Bangalore,S037,Books,6,378.64,2271.84,Completed,04-21-2026,11/11/2025 00:06
T0011160,U004594,Charles,Burton,timothyalexander,wesley76@example.org,68.0,Premium,North,Lucknow,S057,Beauty,6,169.03,,Completed,2025-07-01,2026-02-03T18:32:51
T0011346,U003467,Micheal,Rice,jamesstewart,edwardgonzales@example.net,32.0,Premium,West,Mumbai,S052,Electronics,3,117.8,353.4,Completed,04-15-2025,2025-09-03T00:16:18
T0015108,U004120,Steve,Sullivan,valentinepaula,mmyers@example.net,59.0,Basic,West,Mumbai,S037,Home & Kitchen,2,42.38,,Cancelled,29-Apr-2026,2024-10-02 12:01:23
T0010697,U006720,Robin,Davis,atkinsonerin,rosesusan@example.net,68.0,Standard,South,Kochi,S053,Home & Kitchen,4,24.94,99.76,Completed,10/04/2026,2024-12-05 08:11:03
T0003797,U002163,Melissa,Morgan,maxwelljacob,lisawise@example.org,42.0,Premium,South,Kochi,S024,Clothing,1,90.38,90.38,Completed,07-28-2024,2025-05-30T11:26:40
T0013781,U005512,Brooke,Bradley,millermichael,ryan59@example.com,70.0,Basic,South,Chennai,S017,Beauty,3,51.16,153.48,Refunded,09/11/2025,22/09/2024 17:21
T0006259,U005650,Robert,Ashley,jose12,wanda22@example.net,75.0,Premium,South,Hyderabad,S037,Beauty,6,92.33,553.98,Completed,23-May-2025,14/10/2025 03:01
T0012114,U004889,Andrea,Singleton,aguilarangela,brian23@example.com,42.0,Premium,South,Chennai,S039,Clothing,3,48.4,145.2,Cancelled,2025-05-19,2025-10-22 22:51:04
T0004719,U000647,Rebecca,Reid,ujones,ronald91@example.com,72.0,Premium,South,Hyderabad,S002,Clothing,1,51.13,51.13,Completed,01-12-2026,08/12/2024 08:28
T0000875,U005668,Kim,Snyder,rcummings,karen61@example.net,59.0,Standard,South,Bangalore,S001,Sports,2,189.27,378.54,Completed,20-Aug-2024,21/02/2025 03:21
T9000467,U003318,Pamela,Molina,nbender,josephking@example.com,53.0,Premium,South,Hyderabad,S024,Beauty,4,104.06,416.24,Completed,26-Nov-2025,2026-02-19 19:46:24
T0009003,U001900,Jaclyn,Wilson,kmyers,perryelizabeth@example.com,68.0,Basic,North,Delhi,S010,Home & Kitchen,6,180.57,1083.42,Completed,2026-01-04,08/01/2025 09:01
T0017471,U002547,Charles,Roth,jasonperkins,erica43@example.org,20.0,Basic,South,Bangalore,S060,Clothing,1,47.23,47.23,Completed,05-21-2025,2024-10-15 04:33:59
T9000337,U001846,Jeffrey,Terrell,fjones,jacob21@example.com,37.0,Premium,East,Kolkata,S019,Home & Kitchen,6,203.06,1218.36,Refunded,12-06-2024,2026-05-21 20:21:39
T0002564,U000211,Perry,Graham,wrightmichele,nathaniel41@example.org,20.0,Premium,West,Surat,S021,Beauty,1,54.29,54.29,Pending,25-Jan-2025,2025-06-22T07:11:54
T0002117,U001974,Kenneth,Smith,jmurphy,michaelobrien@example.net,47.0,Standard,North,Delhi,S034,Books,4,67.59,270.36,Pending,2024-09-22,2025-12-30T16:08:34
T0017912,U001329,Morgan,Perry,jonathangonzales,vgarcia@example.com,56.0,Basic,East,Bhubaneswar,S003,Home & Kitchen,4,108.26,433.04,Refunded,07-28-2024,09/03/2025 06:00
T0003855,U001811,Emily,Hughes,nicholaschapman,hduncan@example.org,73.0,Standard,North,Jaipur,S022,Books,1,101.57,101.57,Completed,30/01/2025,20/08/2025 21:39
